lake,date,depth_m,parameter,value
TurkeyCreek,2024-07-16,0.25,barometer_mmHg,512
TurkeyCreek,2024-07-16,0.25,chla_RFU,-0.02
TurkeyCreek,2024-07-16,0.25,cond_spec_uScm,20.6
TurkeyCreek,2024-07-16,0.25,cond_uScm,17.3
TurkeyCreek,2024-07-16,0.25,do_mgL,7.5
TurkeyCreek,2024-07-16,0.25,do_percent,76.9
TurkeyCreek,2024-07-16,0.25,orp_mV,317.5
TurkeyCreek,2024-07-16,0.25,pH,7.97
TurkeyCreek,2024-07-16,0.25,phycoC_RFU,-0.12
TurkeyCreek,2024-07-16,0.25,temp_C,16.583
TurkeyCreek,2024-07-16,1,barometer_mmHg,512
TurkeyCreek,2024-07-16,1,chla_RFU,0
TurkeyCreek,2024-07-16,1,cond_spec_uScm,20.6
TurkeyCreek,2024-07-16,1,cond_uScm,17.2
TurkeyCreek,2024-07-16,1,do_mgL,7.5
TurkeyCreek,2024-07-16,1,do_percent,76.9
TurkeyCreek,2024-07-16,1,orp_mV,318
TurkeyCreek,2024-07-16,1,pH,7.96
TurkeyCreek,2024-07-16,1,phycoC_RFU,-0.1
TurkeyCreek,2024-07-16,1,temp_C,16.531
TurkeyCreek,2024-07-16,1.25,barometer_mmHg,511.9
TurkeyCreek,2024-07-16,1.25,chla_RFU,0.03
TurkeyCreek,2024-07-16,1.25,cond_spec_uScm,20.6
TurkeyCreek,2024-07-16,1.25,cond_uScm,17.2
TurkeyCreek,2024-07-16,1.25,do_mgL,7.5
TurkeyCreek,2024-07-16,1.25,do_percent,76.7
TurkeyCreek,2024-07-16,1.25,orp_mV,318.3
TurkeyCreek,2024-07-16,1.25,pH,7.95
TurkeyCreek,2024-07-16,1.25,phycoC_RFU,-0.09
TurkeyCreek,2024-07-16,1.25,temp_C,16.428
TurkeyCreek,2024-07-16,1.5,barometer_mmHg,512
TurkeyCreek,2024-07-16,1.5,chla_RFU,0.045
TurkeyCreek,2024-07-16,1.5,cond_spec_uScm,21.2
TurkeyCreek,2024-07-16,1.5,cond_uScm,17
TurkeyCreek,2024-07-16,1.5,do_mgL,7.74
TurkeyCreek,2024-07-16,1.5,do_percent,75.95
TurkeyCreek,2024-07-16,1.5,orp_mV,318.9
TurkeyCreek,2024-07-16,1.5,pH,7.96
TurkeyCreek,2024-07-16,1.5,phycoC_RFU,-0.07
TurkeyCreek,2024-07-16,1.5,temp_C,14.425
TurkeyCreek,2024-07-16,1.75,barometer_mmHg,511.9
TurkeyCreek,2024-07-16,1.75,chla_RFU,0.05
TurkeyCreek,2024-07-16,1.75,cond_spec_uScm,21.1
TurkeyCreek,2024-07-16,1.75,cond_uScm,16.6
TurkeyCreek,2024-07-16,1.75,do_mgL,7.77
TurkeyCreek,2024-07-16,1.75,do_percent,75.3
TurkeyCreek,2024-07-16,1.75,orp_mV,320.1
TurkeyCreek,2024-07-16,1.75,pH,7.95
TurkeyCreek,2024-07-16,1.75,phycoC_RFU,-0.08
TurkeyCreek,2024-07-16,1.75,temp_C,13.929
TurkeyCreek,2024-07-16,2,barometer_mmHg,512
TurkeyCreek,2024-07-16,2,chla_RFU,0.14
TurkeyCreek,2024-07-16,2,cond_spec_uScm,21.1
TurkeyCreek,2024-07-16,2,cond_uScm,16.1
TurkeyCreek,2024-07-16,2,do_mgL,8.04
TurkeyCreek,2024-07-16,2,do_percent,75.5
TurkeyCreek,2024-07-16,2,orp_mV,320.9
TurkeyCreek,2024-07-16,2,pH,7.95
TurkeyCreek,2024-07-16,2,phycoC_RFU,-0.1
TurkeyCreek,2024-07-16,2,temp_C,12.476
TurkeyCreek,2024-07-16,2.25,barometer_mmHg,512
TurkeyCreek,2024-07-16,2.25,chla_RFU,0.13
TurkeyCreek,2024-07-16,2.25,cond_spec_uScm,20.6
TurkeyCreek,2024-07-16,2.25,cond_uScm,15.5
TurkeyCreek,2024-07-16,2.25,do_mgL,8.14
TurkeyCreek,2024-07-16,2.25,do_percent,75.9
TurkeyCreek,2024-07-16,2.25,orp_mV,321.5
TurkeyCreek,2024-07-16,2.25,pH,7.93
TurkeyCreek,2024-07-16,2.25,phycoC_RFU,-0.1
TurkeyCreek,2024-07-16,2.25,temp_C,12.206
TurkeyCreek,2024-07-16,3,barometer_mmHg,512.1
TurkeyCreek,2024-07-16,3,chla_RFU,0.12
TurkeyCreek,2024-07-16,3,cond_spec_uScm,20.2
TurkeyCreek,2024-07-16,3,cond_uScm,15.2
TurkeyCreek,2024-07-16,3,do_mgL,8.19
TurkeyCreek,2024-07-16,3,do_percent,76.1
TurkeyCreek,2024-07-16,3,orp_mV,321.9
TurkeyCreek,2024-07-16,3,pH,7.92
TurkeyCreek,2024-07-16,3,phycoC_RFU,-0.09
TurkeyCreek,2024-07-16,3,temp_C,12.061
TurkeyCreek,2024-07-16,3.25,barometer_mmHg,512.1500000000001
TurkeyCreek,2024-07-16,3.25,chla_RFU,0.155
TurkeyCreek,2024-07-16,3.25,cond_spec_uScm,19.8
TurkeyCreek,2024-07-16,3.25,cond_uScm,14.45
TurkeyCreek,2024-07-16,3.25,do_mgL,8.285
TurkeyCreek,2024-07-16,3.25,do_percent,76.05
TurkeyCreek,2024-07-16,3.25,orp_mV,322.45
TurkeyCreek,2024-07-16,3.25,pH,7.9
TurkeyCreek,2024-07-16,3.25,phycoC_RFU,-0.08499999999999999
TurkeyCreek,2024-07-16,3.25,temp_C,10.9405
TurkeyCreek,2024-07-16,3.5,barometer_mmHg,511.95
TurkeyCreek,2024-07-16,3.5,chla_RFU,0.33999999999999997
TurkeyCreek,2024-07-16,3.5,cond_spec_uScm,19.7
TurkeyCreek,2024-07-16,3.5,cond_uScm,13.8
TurkeyCreek,2024-07-16,3.5,do_mgL,8.745000000000001
TurkeyCreek,2024-07-16,3.5,do_percent,76.55
TurkeyCreek,2024-07-16,3.5,orp_mV,323.70000000000005
TurkeyCreek,2024-07-16,3.5,pH,7.88
TurkeyCreek,2024-07-16,3.5,phycoC_RFU,-0.08
TurkeyCreek,2024-07-16,3.5,temp_C,9.4375
TurkeyCreek,2024-07-16,3.75,barometer_mmHg,511.95
TurkeyCreek,2024-07-16,3.75,chla_RFU,0.535
TurkeyCreek,2024-07-16,3.75,cond_spec_uScm,19.95
TurkeyCreek,2024-07-16,3.75,cond_uScm,13.850000000000001
TurkeyCreek,2024-07-16,3.75,do_mgL,8.86
TurkeyCreek,2024-07-16,3.75,do_percent,76.75
TurkeyCreek,2024-07-16,3.75,orp_mV,324.70000000000005
TurkeyCreek,2024-07-16,3.75,pH,7.86
TurkeyCreek,2024-07-16,3.75,phycoC_RFU,-0.07500000000000001
TurkeyCreek,2024-07-16,3.75,temp_C,9.039000000000001
TurkeyCreek,2024-07-16,4.5,barometer_mmHg,511.9
TurkeyCreek,2024-07-16,4.5,chla_RFU,0.6
TurkeyCreek,2024-07-16,4.5,cond_spec_uScm,20.1
TurkeyCreek,2024-07-16,4.5,cond_uScm,13.9
TurkeyCreek,2024-07-16,4.5,do_mgL,8.87
TurkeyCreek,2024-07-16,4.5,do_percent,76.6
TurkeyCreek,2024-07-16,4.5,orp_mV,325.3
TurkeyCreek,2024-07-16,4.5,pH,7.85
TurkeyCreek,2024-07-16,4.5,phycoC_RFU,-0.06
TurkeyCreek,2024-07-16,4.5,temp_C,8.878
TurkeyCreek,2024-07-16,4.75,barometer_mmHg,512
TurkeyCreek,2024-07-16,4.75,chla_RFU,0.76
TurkeyCreek,2024-07-16,4.75,cond_spec_uScm,21.3
TurkeyCreek,2024-07-16,4.75,cond_uScm,14.1
TurkeyCreek,2024-07-16,4.75,do_mgL,9.16
TurkeyCreek,2024-07-16,4.75,do_percent,76.3
TurkeyCreek,2024-07-16,4.75,orp_mV,326.6
TurkeyCreek,2024-07-16,4.75,pH,7.83
TurkeyCreek,2024-07-16,4.75,phycoC_RFU,-0.04
TurkeyCreek,2024-07-16,4.75,temp_C,7.47
TurkeyCreek,2024-07-16,5,barometer_mmHg,512
TurkeyCreek,2024-07-16,5,chla_RFU,0.795
TurkeyCreek,2024-07-16,5,cond_spec_uScm,22.1
TurkeyCreek,2024-07-16,5,cond_uScm,14.55
TurkeyCreek,2024-07-16,5,do_mgL,9.15
TurkeyCreek,2024-07-16,5,do_percent,75.75
TurkeyCreek,2024-07-16,5,orp_mV,329
TurkeyCreek,2024-07-16,5,pH,7.745
TurkeyCreek,2024-07-16,5,phycoC_RFU,-0.04
TurkeyCreek,2024-07-16,5,temp_C,7.144
TurkeyCreek,2024-07-16,5.25,barometer_mmHg,512
TurkeyCreek,2024-07-16,5.25,chla_RFU,0.55
TurkeyCreek,2024-07-16,5.25,cond_spec_uScm,23.9
TurkeyCreek,2024-07-16,5.25,cond_uScm,15.5
TurkeyCreek,2024-07-16,5.25,do_mgL,8.6
TurkeyCreek,2024-07-16,5.25,do_percent,70.3
TurkeyCreek,2024-07-16,5.25,orp_mV,337.3
TurkeyCreek,2024-07-16,5.25,pH,7.64
TurkeyCreek,2024-07-16,5.25,phycoC_RFU,-0.05
TurkeyCreek,2024-07-16,5.25,temp_C,6.649
TurkeyCreek,2024-07-16,6,barometer_mmHg,512
TurkeyCreek,2024-07-16,6,chla_RFU,0.345
TurkeyCreek,2024-07-16,6,cond_spec_uScm,25.8
TurkeyCreek,2024-07-16,6,cond_uScm,16.450000000000003
TurkeyCreek,2024-07-16,6,do_mgL,8.440000000000001
TurkeyCreek,2024-07-16,6,do_percent,68.1
TurkeyCreek,2024-07-16,6,orp_mV,338.55
TurkeyCreek,2024-07-16,6,pH,7.595
TurkeyCreek,2024-07-16,6,phycoC_RFU,-0.055
TurkeyCreek,2024-07-16,6,temp_C,6.093
TurkeyCreek,2024-07-16,6.25,barometer_mmHg,512
TurkeyCreek,2024-07-16,6.25,chla_RFU,0.14
TurkeyCreek,2024-07-16,6.25,cond_spec_uScm,27.8
TurkeyCreek,2024-07-16,6.25,cond_uScm,17.5
TurkeyCreek,2024-07-16,6.25,do_mgL,7.59
TurkeyCreek,2024-07-16,6.25,do_percent,60.6
TurkeyCreek,2024-07-16,6.25,orp_mV,339.2
TurkeyCreek,2024-07-16,6.25,pH,7.56
TurkeyCreek,2024-07-16,6.25,phycoC_RFU,-0.06
TurkeyCreek,2024-07-16,6.25,temp_C,5.679
TurkeyCreek,2024-07-16,6.5,barometer_mmHg,511.9
TurkeyCreek,2024-07-16,6.5,chla_RFU,0.33
TurkeyCreek,2024-07-16,6.5,cond_spec_uScm,30.15
TurkeyCreek,2024-07-16,6.5,cond_uScm,18.799999999999997
TurkeyCreek,2024-07-16,6.5,do_mgL,6.79
TurkeyCreek,2024-07-16,6.5,do_percent,53.6
TurkeyCreek,2024-07-16,6.5,orp_mV,340.5
TurkeyCreek,2024-07-16,6.5,pH,7.415
TurkeyCreek,2024-07-16,6.5,phycoC_RFU,0.030000000000000006
TurkeyCreek,2024-07-16,6.5,temp_C,5.282
TurkeyCreek,2024-07-16,6.75,barometer_mmHg,512.05
TurkeyCreek,2024-07-16,6.75,chla_RFU,3.9349999999999996
TurkeyCreek,2024-07-16,6.75,cond_spec_uScm,33.45
TurkeyCreek,2024-07-16,6.75,cond_uScm,20.7
TurkeyCreek,2024-07-16,6.75,do_mgL,6.29
TurkeyCreek,2024-07-16,6.75,do_percent,49.35
TurkeyCreek,2024-07-16,6.75,orp_mV,312.5
TurkeyCreek,2024-07-16,6.75,pH,7.115
TurkeyCreek,2024-07-16,6.75,phycoC_RFU,0.6950000000000001
TurkeyCreek,2024-07-16,6.75,temp_C,5.039
TurkeyCreek,2024-07-16,7,barometer_mmHg,512
TurkeyCreek,2024-07-16,7,chla_RFU,1.97
TurkeyCreek,2024-07-16,7,cond_spec_uScm,37
TurkeyCreek,2024-07-16,7,cond_uScm,22.8
TurkeyCreek,2024-07-16,7,do_mgL,5.58
TurkeyCreek,2024-07-16,7,do_percent,43.6
TurkeyCreek,2024-07-16,7,orp_mV,294.5
TurkeyCreek,2024-07-16,7,pH,7
TurkeyCreek,2024-07-16,7,phycoC_RFU,0.83
TurkeyCreek,2024-07-16,7,temp_C,4.939
TurkeyCreek,2024-07-16,7.5,barometer_mmHg,512
TurkeyCreek,2024-07-16,7.5,chla_RFU,1.83
TurkeyCreek,2024-07-16,7.5,cond_spec_uScm,38
TurkeyCreek,2024-07-16,7.5,cond_uScm,23.4
TurkeyCreek,2024-07-16,7.5,do_mgL,5.51
TurkeyCreek,2024-07-16,7.5,do_percent,43.1
TurkeyCreek,2024-07-16,7.5,orp_mV,287.1
TurkeyCreek,2024-07-16,7.5,pH,6.99
TurkeyCreek,2024-07-16,7.5,phycoC_RFU,0.85
TurkeyCreek,2024-07-16,7.5,temp_C,4.917
TurkeyCreek,2024-07-16,7.75,barometer_mmHg,511.95
TurkeyCreek,2024-07-16,7.75,chla_RFU,1.525
TurkeyCreek,2024-07-16,7.75,cond_spec_uScm,40.75
TurkeyCreek,2024-07-16,7.75,cond_uScm,25.15
TurkeyCreek,2024-07-16,7.75,do_mgL,5.385
TurkeyCreek,2024-07-16,7.75,do_percent,42.05
TurkeyCreek,2024-07-16,7.75,orp_mV,282.20000000000005
TurkeyCreek,2024-07-16,7.75,pH,6.96
TurkeyCreek,2024-07-16,7.75,phycoC_RFU,0.895
TurkeyCreek,2024-07-16,7.75,temp_C,4.87
TurkeyCreek,2024-07-16,8,barometer_mmHg,511.9
TurkeyCreek,2024-07-16,8,chla_RFU,1.26
TurkeyCreek,2024-07-16,8,cond_spec_uScm,48.3
TurkeyCreek,2024-07-16,8,cond_uScm,29.6
TurkeyCreek,2024-07-16,8,do_mgL,5.14
TurkeyCreek,2024-07-16,8,do_percent,40
TurkeyCreek,2024-07-16,8,orp_mV,275
TurkeyCreek,2024-07-16,8,pH,6.92
TurkeyCreek,2024-07-16,8,phycoC_RFU,0.93
TurkeyCreek,2024-07-16,8,temp_C,4.755
TurkeyCreek,2024-07-16,8.25,barometer_mmHg,512
TurkeyCreek,2024-07-16,8.25,chla_RFU,0.77
TurkeyCreek,2024-07-16,8.25,cond_spec_uScm,58.4
TurkeyCreek,2024-07-16,8.25,cond_uScm,35.6
TurkeyCreek,2024-07-16,8.25,do_mgL,4.35
TurkeyCreek,2024-07-16,8.25,do_percent,33.7
TurkeyCreek,2024-07-16,8.25,orp_mV,264.3
TurkeyCreek,2024-07-16,8.25,pH,6.77
TurkeyCreek,2024-07-16,8.25,phycoC_RFU,0.45
TurkeyCreek,2024-07-16,8.25,temp_C,4.613
TurkeyCreek,2024-07-16,8.5,barometer_mmHg,512
TurkeyCreek,2024-07-16,8.5,chla_RFU,0.395
TurkeyCreek,2024-07-16,8.5,cond_spec_uScm,64.15
TurkeyCreek,2024-07-16,8.5,cond_uScm,39.05
TurkeyCreek,2024-07-16,8.5,do_mgL,4.205
TurkeyCreek,2024-07-16,8.5,do_percent,32.599999999999994
TurkeyCreek,2024-07-16,8.5,orp_mV,262.4
TurkeyCreek,2024-07-16,8.5,pH,6.745
TurkeyCreek,2024-07-16,8.5,phycoC_RFU,0.185
TurkeyCreek,2024-07-16,8.5,temp_C,4.535
TurkeyCreek,2024-07-16,9,barometer_mmHg,512
TurkeyCreek,2024-07-16,9,chla_RFU,0.24
TurkeyCreek,2024-07-16,9,cond_spec_uScm,67
TurkeyCreek,2024-07-16,9,cond_uScm,40.8
TurkeyCreek,2024-07-16,9,do_mgL,4.14
TurkeyCreek,2024-07-16,9,do_percent,32.1
TurkeyCreek,2024-07-16,9,orp_mV,261.7
TurkeyCreek,2024-07-16,9,pH,6.74
TurkeyCreek,2024-07-16,9,phycoC_RFU,0.13
TurkeyCreek,2024-07-16,9,temp_C,4.506
TurkeyCreek,2024-07-16,9.25,barometer_mmHg,512
TurkeyCreek,2024-07-16,9.25,chla_RFU,0.19
TurkeyCreek,2024-07-16,9.25,cond_spec_uScm,68.6
TurkeyCreek,2024-07-16,9.25,cond_uScm,41.8
TurkeyCreek,2024-07-16,9.25,do_mgL,4.12
TurkeyCreek,2024-07-16,9.25,do_percent,31.9
TurkeyCreek,2024-07-16,9.25,orp_mV,261.5
TurkeyCreek,2024-07-16,9.25,pH,6.73
TurkeyCreek,2024-07-16,9.25,phycoC_RFU,0.11
TurkeyCreek,2024-07-16,9.25,temp_C,4.494
TurkeyCreek,2024-07-16,9.5,barometer_mmHg,512
TurkeyCreek,2024-07-16,9.5,chla_RFU,0.09
TurkeyCreek,2024-07-16,9.5,cond_spec_uScm,72.15
TurkeyCreek,2024-07-16,9.5,cond_uScm,43.85
TurkeyCreek,2024-07-16,9.5,do_mgL,4.055
TurkeyCreek,2024-07-16,9.5,do_percent,31.35
TurkeyCreek,2024-07-16,9.5,orp_mV,260.85
TurkeyCreek,2024-07-16,9.5,pH,6.725
TurkeyCreek,2024-07-16,9.5,phycoC_RFU,0.075
TurkeyCreek,2024-07-16,9.5,temp_C,4.4665
